,description,duration,title,url,url1
0,"
Ingrédients : baguette au sésame,saumon fumé,mozzarella,roquette,beurre doux,tomate confites (facultatif).Couper la baguette en deux, puis découper chaque demi baguette sur la longueur d'un seul côté.Beurrer...		",15 min,Sandwich au saumon fumé et à la mozzarella,/recettes/recette_sandwich-au-saumon-fume_220477.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=72&page=7
1,"
Ingrédients : concombre,sucre,vinaigre,oignon,sel,céleri,moutarde,curcuma,clou de girofle,eau.Bien laver les concombres. Râper ou hacher finement les concombres sans les éplucher (la peau donne la couleur...		",1 h,Green relish : délicieuse sauce de concombre pour sandwichs,/recettes/recette_green-relish-delicieuse-sauce-de-concombre-pour-sandwichs_339626.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=72&page=7
2,"
Ingrédients : jambon,comté ou d'emmental,crème fraîche,ail en poudre,poivre,piment en poudre,baguette.Préchauffer votre four à 180°C (thermostat 6) durant 5 minutes.Pendant que le four préchauffe, mélanger la...		",10 min,Sandwich jambon fromage du dimanche soir by Fred,/recettes/recette_sandwich-jambon-fromage-du-dimanche-soir-by-fred_339779.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=72&page=7
3,"
Ingrédients : pain de mie carré par sandwich,saucisse,pomme de terre rouge,oeuf durs,vinaigrette,oignon,persil,moutarde.Remplir d’eau une casserole, y déposer les saucisses et les faire cuire. Réserver.Faire...		",50 min,SANDWICH AUX POMMES DE TERRE ET AUX SAUCISSES,/recettes/recette_sandwich-aux-pommes-de-terre-et-aux-saucisses_27192.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=72&page=7
4,"
Ingrédients : poulet rôti (restes),feuille de brick,raisins secs,amandes,persil,oignon,sucre,huile d'olive,sel,poivre.Préchauffer le four à 200°C (thermostat 6-7)....		",30 min,Feuilleté au poulet façon pastilla en 30 minutes,/recettes/recette_feuillete-au-poulet-facon-pastilla_374885.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=72&page=7
5,"
Ingrédients : escalope de poulet,citron,curry,sel,farine,pomme de terre nouvelle,oignon blanc nouveau,salade verte,tomate,mayonnaise,baguette de pain,huile d'olive pour la cuisson.Prévoir 12 h de marinade.La veille...		",35 min,Sandwich poulet curry citron,/recettes/recette_sandwich-poulet-curry-citron_58718.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=72&page=7
6,"
Ingrédients : baguette,banane,chocolat à faire fondre.Mettre le chocolat à fondre dans une casserole. (Ou, à défaut, au micro-ondes).Couper la banane en rondelles. La mettre à chauffer à la casserole (ou à...		",25 min,Sandwich choco-banane,/recettes/recette_sandwich-choco-banane_176140.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=72&page=7
7,"
Ingrédients : guimauve,sucre,beurre demi-sel,crème liquide froide.Faire fondre le sucre à feu vif pour obtenir un caramel blond. Y ajouter le beurre, mélanger sans cesse et verser enfin la crème liquide bien...		",30 min,Oursons guimauves en sandwich,/recettes/recette_oursons-guimauves-en-sandwich_332601.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=72&page=7
8,"
Ingrédients : cervelle de porcs,fromage de chèvre certifié AB (bio),pain aux céréales,piment de Cayenne,gingembre,cumin,huile de cuisson.Sortir les cervelles de leurs emballage,  les couper en deux puis en...		",30 min,Sandwich à la cervelle et au fromage de chèvre,/recettes/recette_sandwich-a-la-cervelle-et-au-fromage-de-chevre_338437.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=72&page=7
9,"
Ingrédients : banane,cube de noix de coco Gretel,porridge chocolat bio Gretel,chocolat noir,lait de soja.Préchauffez le four à 180°C (thermostat 6).Pelez la banane et coupez-la...		",25 min,"Cookies avoine chocolat, noix de coco et banane",/recettes/recette_cookies-avoine-chocolat-noix-de-coco-et-banane_348602.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=72&page=7
10,"
Ingrédients : pain complet américain (extra moelleux),cheddar,blanc de poulet rôti (jambon de poulet),beurre salé (facultatif),salade iceberg.Beurrer légèrement les tranches de pain.Mettre une tranche de cheddar...		",20 min,Croques façon club sandwich,/recettes/recette_croques-facon-club-sandwich_70923.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=72&page=7
11,"
Ingrédients : saucisse KNACKI,pain de mie,moutarde à l'ancienne,câpres,mayonnaise,radis noir,salade verte.Faire cuire les saucisses Knacki 5 minutes dans une casserole d'eau frémissante. Égoutter et laisser...		",20 min,Club Sandwich aux Knacki,/recettes/recette_club-sandwich-aux-knacki_232687.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=72&page=7
12,"
Ingrédients : pain de mie complet,steak hachés,fromage au choix (cheddar, gruyère, comté...),fromage râpé,moutarde,ketchup,sauce burger,tomate,oignon,salade verte,huile d'olive,crème fraîche...		",15 min,"Sandwich bon et rapide ""le hummer"" avec 3 étages",/recettes/recette_sandwich-bon-et-rapide-le-hummer_338441.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=72&page=7
13,"
Ingrédients : ciabatta,steak au choix (tendre et pas trop épais si possible),oignon rouge confits,fromage bleu (pas trop fort),tomate,salade.Préparer la garniture :Trancher la tomate, laver la salade.Couper la...		",20 min,"Sandwich au steak, bleu et oignons confits",/recettes/recette_sandwich-au-steak-bleu-et-oignons-confits_64807.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=72&page=7
14,"
Ingrédients : flocons d'avoine,yaourt,citron vert,lait concentré sucré,fraises,myrtilles,cerneau de noix,fruits secs, à coque, oleagineux,graines de tournesol,Fleur des...		",40 min,"Bircher Muesli aux fruits d’été relevé de Fleur des Alpes, le sel...",/recettes/recette_bircher-muesli-aux-fruits-d-ete-releve-de-fleur-des-alpes-le-sel-gourmet-suisse_374837.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=72&page=7
0,"
Ingrédients : aubergine (petite),mozzarella,huile d'olive,gros sel.Couper les aubergines en fines tranches d'environ 3-4 mm d'épaisseur.Les mettre dans une passoire, les saupoudrer de gros sel et laisser reposer...		",1h15,Mini-sandwich d'aubergines rôties au fromage,/recettes/recette_mini-sandwich-d-aubergines-roties-au-fromage_392480.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=84&page=8
1,"
Ingrédients : pain de mie,brie de meaux,compote de ceris ou confiture de cerise,roquette (facultatif),beurre.Faire fondre le beurre et badigeonner les tranches de pain de mie d'un seul côté.Montage du sandwich : sur...		",11 min,Sandwich au brie et compoté de cerises,/recettes/recette_sandwich-au-brie-et-compote-de-cerises_392636.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=84&page=8
2,"
Ingrédients : baguette coupée en 3 ou 4 qu'on trouve en sachets au rayon boulangerie),thon au naturel (1 boîte),oignon,carotte,purée de piment ou harissa (facultatif).Egoutter le thon et l'émietter. Couper...		",5 min,Sandwich chinois,/recettes/recette_sandwich-chinois_59043.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=84&page=8
3,"
Ingrédients : pain de mie pour sandwich,thon moyennes,concombre,tomate cerise,fromage de chèvre frais,citron,huile d'olive,ciboulette,poivre.Faites griller les tranches de pain de mie au grille-pain ou au four...		",30 min,Club sandwichs au thon et fromage de chèvre frais,/recettes/recette_club-sandwichs-au-thon-et-fromage-de-chevre-frais_323796.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=84&page=8
4,"
Ingrédients : pomme,chocolat,pain d'épices,farine,sucre roux,beurre,cannelle,sucre vanillé,jus de citron.Dans un saladier mélanger la farine et le sucre. Ajouter le beurre mou en...		",1h50,Crumble aux pommes délicieux,/recettes/recette_crumble-aux-pommes-delicieux_371938.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=84&page=8
5,"
Ingrédients : carotte,radis blanc (daikon),sucre,sel,vinaigre blanc,porc,sauce soja,huile d'olive,mélange 5 épices,ail,sel,poivre,baguette,moutarde douce,pâté de foie,concombre,piment rouge,piment vert,coriandre...		",45 min,Sandwich banh mi,/recettes/recette_sandwich-banh-mi_345322.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=84&page=8
6,"
Ingrédients : baguette fraîche,escalope de poulet (crue!),champignon de Paris frais coupés en 4,fenouil (dont on va consommer seulement les pluches, tiges dures et un éclat),citron,moutarde,radis,graine de...		",15 min,Sandwich printanier au poulet,/recettes/recette_sandwich-printanier-au-poulet_167906.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=84&page=8
7,"
Ingrédients : baguette de pain,poivron rouge et 1 poivron vert,tomate,pomme de terre moyennes bouillies,thon en boîte,oignon moyen selon le goût,blanc de poulet,vinaigrette,poivre,sel.Laver, éplucher et épépiner...		",30 min,Sandwich tunisien,/recettes/recette_sandwich-tunisien_73777.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=84&page=8
8,"
Ingrédients : lait concentré sucré,crème liquide entière,arôme vanille,blanc d'oeuf,beurre mou,sucre blond,farine T55,extrait de vanille liquide,levure chimique,fleur de sel,pépites de chocolat noir,pépites de...		",30 min,Ice Cream Sandwich,/recettes/recette_ice-cream-sandwich_528242.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=84&page=8
9,"
Ingrédients : MARTINI® FIERO,tonic,orange,glaçons.Placer généreusement les glaçons dans le verreVerser le Martini® Fiero.Verser le tonic.Mélanger légèrement.Ajouter un quartier...		",5 min,Martini® Fiero & Tonic,/recettes/recette_martini-fiero-tonic_372440.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=84&page=8
10,"
Ingrédients : baguette,filet mignon ou une poitrine de porc (selon les goûts),coriandre fraiche,carotte,melfor blanc,sucre,concombre,porc (marque lobo ou shanggie) une poudre rouge pour laquer et rôtir le...		",45 min,Sandwich asiatique,/recettes/recette_sandwich-asiatique_64784.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=84&page=8
11,"
Ingrédients : salade croquante,tomate (en dés),oeuf dur,Magret de Canard séché ou fumé,confit d'oignon au vin rouge,mayonnaise,baguette (assez grande).Dans une assiette, disposer la salade, les tomatespuis...		",10 min,Sandwich à l'assiette,/recettes/recette_sandwich-a-l-assiette_228543.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=84&page=8
12,"
Ingrédients : baguette,tapenade (noir ou verte),tomate (coeur de boeuf) selon la taille des sandwich,mozzarella di bufala,filet de poulet,poivre,vinaigre balsamique (facultatif).Commencez par couper les filets de...		",20 min,Sandwich poulet tomate mozzarella,/recettes/recette_sandwich-poulet-tomate-mozzarella_337970.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=84&page=8
13,"
Ingrédients : avocat,pain de mie,saumon fumé,Philadelphia,citron,curry en poudre,piment,sel,poivre.Pour le guacamole : écraser la chair des avocats à la fourchette. Ajouter 2 cuillères à soupe, ou plus de jus de...		",18 min,Club sandwich saumon et guacamole,/recettes/recette_club-sandwich-saumon-et-guacamole_340372.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=84&page=8
14,"
Ingrédients : pomme,skyr bio Les 2 Vaches®,farine,sucre,oeuf,levure chimique,cannelle en poudre,sel,huile d'olive.Dans un saladier, blanchir les oeufs avec le sucre.Détendre le skyr bio...		",1h10,"Gâteau léger à la poêle pommes, cannelle et skyr",/recettes/recette_gateau-leger-a-la-poele-pommes-cannelle-et-skyr_391666.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=84&page=8
0,"
Ingrédients : quatre-quarts au beurre Ker Cadélac,confiture de fraise,pâte à tartiner,chocolat noir fondu,noisettes,myrtilles,poire,menthe.Sandwich sucré aux baies: Coupez 2 tranches de quatre-quarts.Tartinez le...		",30 min,Sandwichs sucrés,/recettes/recette_sandwichs-sucres_166017.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=96&page=9
1,"
Ingrédients : fraises coupées en tranches épaisses,sucre en poudre,biscuit sec rectangulaires de votre choix,framboises,glace vanille,framboises.Mélanger les fraises et le sucre dans un saladier.Former les...		",10 min,Sandwiches glacés vanille-framboise et salade de fruits rouges,/recettes/recette_sandwichs-glaces-vanille-frambroise-et-salade-de-fruits-rouges_312633.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=96&page=9
2,"
Ingrédients : jambon coupée en lamelles,pain de mie,beurre,oeuf,sel,poivre,fromage râpé.Prenez la première tranche de pain de mie, coupez un cercle à l'intérieur en laissant 2 cm de chaque côté du trou.Mettez...		",12 min,"Sandwich revisité, une véritable tuerie !",/recettes/recette_sandwich-revisite-une-veritable-tuerie_340757.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=96&page=9
3,"
Ingrédients : gambas,fève,tomate,avocat,pomme de terre,oignon,persil,ciboulette ciselée,thym,ail haché,échalote,oeuf,farine,huile d'olive,moutarde,citron,vinaigre de vin,poivre,sel.Epluchez et coupez en dés les...		",40 min,Le sandwich pomme de terre gambas,/recettes/recette_le-sandwich-pomme-de-terre-gambas_61298.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=96&page=9
4,"
Ingrédients : Préparation pour Cookies aux pépites de chocolat NESTLE DESSERT,beurre,oeuf,Chocolat NESTLÉ DESSERT Praliné,Chocolat NESTLÉ DESSERT Caramel,Chocolat NESTLÉ DESSERT Noir...		",55 min,Cookies surprise au coeur de chocolat,/recettes/recette_cookies-surprise-au-coeur-de-chocolat_371434.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=96&page=9
5,"
Ingrédients : pain de mie complet,sardine à la tomate,champignon émincé,raisins secs,pignons,concentré de tomates.Emincer et faire griller le champignon. Couper la sardine en deux moitiés. Faire griller les...		",10 min,Sandwich sardines-raisins secs,/recettes/recette_sandwich-sardines-raisins-secs_39022.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=96&page=9
6,"
Ingrédients : galettes (bretonnes) tortillas au blé dur(+ aluminium pour la cuisson),jambon,bacon,fromage à hamburger,tomate,sauce salsa.Préchauffer le four à 180°C.Séparer les tortillas délicatement, les...		",10 min,Sandwich wrap jambon bacon,/recettes/recette_sandwich-wrap-jambon-bacon_92768.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=96&page=9
7,"
Ingrédients : pain de mie spécial sandwich aux céréales, nature ou complet,fromage ail et fines herbes,jambon blanc,tomate coupée en rondelles,salade verte au choix, scarole, laitue, roquette, mâche....Beurrer la...		",15 min,Club sandwich rapide jambon et fromage frais,/recettes/recette_club-sandwich-jambon-boursin_324114.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=96&page=9
8,"
Ingrédients : ciabatta (petits pains italiens) ou 2 petites baguettes,courgette,Magret de Canard séché (ou 4 tranches de jambon de pays),oignon,huile d'olive (quantité à adapter),poivre,sel.Lavez les courgettes,...		",25 min,Sandwich aux courgettes,/recettes/recette_sandwich-aux-courgettes_87227.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=96&page=9
9,"
Ingrédients : Lait de coco light Kara®,ananas frais,banane,eau.Découper l’ananas en morceaux. Peler la banane et la couper en deux.Verser le lait de coco light Kara® dans un...		",10 min,Smoothie façon Piña Colada au lait de coco light Kara®,/recettes/recette_smoothie-facon-pina-colada_392037.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=96&page=9
10,"
Ingrédients : baguette,rôti de boeuf cuit,avocat,curry,salade verte.Ouvrir la baguette en deux.Mettre quelques feuilles de salade émincée. Ajouter dessus quelques morceaux d'avocat.3è couche : du rôti de boeuf...		",10 min,Sandwich tricolore au boeuf et à l'avocat,/recettes/recette_sandwich-tricolore-boeuf-avocat_228365.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=96&page=9
11,"
Ingrédients : tomate,poivron vert,piment vert,baguette,mayonnaise ou ketchup ou sauce barbecue.Couper le pain sur la longueur.Laver la tomate, le poivron et le piment.Couper la tomate en rondelles après avoir enlevé...		",5 min,Sandwich TPP (tomate poivron piment),/recettes/recette_sandwich-tpp-tomate-poivron-piment_345571.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=96&page=9
12,"
Ingrédients : pain de mie,jaune d'oeuf,filet de poulet,tomate,sucrine,oeuf dur,pancetta,moutarde,huile neutre (type pépin ou tourneso),sel,poivre,romarin,pain de mie,jaune d'oeuf,filet de poulet,tomate,sucrine,oeuf...		",25 min,Club sandwich fumé au romarin de Nastasia Thiebaut Lyard,/recettes/recette_club-sandwich-fume-au-romarin-de-nastasia_392522.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=96&page=9
13,"
Ingrédients : pain de mie,fraises,banane,lait,oeuf,chocolat,arôme vanille (ou 1 sachet de sucre vanillé).Retirer la croûte du pain de mie (sauf si c'est du pain de mie sans croûte!).Laver, équeuter et couper les...		",24 min,Sandwich de pain perdu au barbecue,/recettes/recette_sandwich-de-pain-perdu-au-barbecue_344485.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=96&page=9
14,"
Ingrédients : tomate,petit pois frais ou surgelés en fonction de la saison,escalope de poulet,menthe,Beurre spécial cuisson Elle & Vire,huile d'olive,sel,poivre.Préchauffer votre four...		",31 min,Tomates farcies au poulet et aux petits pois en 30 minutes,/recettes/recette_tomates-farcies-au-poulet-et-aux-petits-pois-en-20-minutes_374873.aspx,https://www.marmiton.org/https://www.marmiton.org/recettes/recherche.aspx?aqt=sandwich&start=96&page=9
